2567-3,86010001,นักเรียนจบทั้งหมด,6,6,12,3,7,10,7,9,16,0,0,0,0,0,0,0,0,0
2567-3,86010001,เรียนจบภายในเวลา 1 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010001,2 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010001,มากกว่า 2 ปี,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010001,เรียนจบภายในเวลา 3 ปี,0,0,0,3,7,10,7,9,16,0,0,0,0,0,0,0,0,0
2567-3,86010001,4 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010001,5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010001,มากกว่า 5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,นักเรียนจบทั้งหมด,9,13,22,2,14,16,10,9,19,6,6,12,0,0,0,0,0,0
2567-3,86010002,เรียนจบภายในเวลา 1 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,2 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,มากกว่า 2 ปี,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,เรียนจบภายในเวลา 3 ปี,0,0,0,2,14,16,10,9,19,6,6,12,0,0,0,0,0,0
2567-3,86010002,4 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010002,มากกว่า 5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,นักเรียนจบทั้งหมด,2,3,5,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0
2567-3,86010004,เรียนจบภายในเวลา 1 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,2 ปี,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,มากกว่า 2 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,เรียนจบภายในเวลา 3 ปี,0,0,0,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0
2567-3,86010004,4 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010004,มากกว่า 5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,นักเรียนจบทั้งหมด,3,7,10,3,11,14,10,6,16,9,5,14,0,0,0,0,0,0
2567-3,86010006,เรียนจบภายในเวลา 1 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,2 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,มากกว่า 2 ปี,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,เรียนจบภายในเวลา 3 ปี,0,0,0,3,11,14,10,6,16,9,5,14,0,0,0,0,0,0
2567-3,86010006,4 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010006,มากกว่า 5 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567-3,86010008,นักเรียนจบทั้งหมด,91,106,197,144,172,316,127,139,266,0,0,0,0,0,0,0,0,0
