8601,2560,86010092,35.44,22.50,29.43,36.88,31.06,7,70,-8.91,-6.07,-8.16
8601,2560,86010093,53.55,30.00,38.74,32.50,38.70,2,29,-1.27,1.57,-0.52
8601,2560,86010094,50.71,31.43,35.74,31.19,37.27,3,41,-2.70,0.14,-1.95
8601,2560,86010095,40.39,25.15,28.06,28.86,30.62,4,71,-9.35,-6.51,-8.60
8601,2560,86010096,50.75,31.67,42.82,31.67,39.23,1,24,-0.74,2.10,0.01
8601,2560,86010097,58,30.00,37.19,46.88,43.02,1,9,3.05,5.89,3.80
8601,2560,86010098,46.68,22.73,36.19,30.45,34.01,5,57,-5.96,-3.12,-5.21
8601,2560,86010099,69.7,32.00,42.54,35.00,44.81,1,6,4.84,7.68,5.59
8601,2560,86010100,50.44,20.00,29.75,27.50,31.92,7,66,-8.05,-5.21,-7.30
8601,2560,86010101,52.65,29.00,37.46,35.50,38.65,4,30,-1.32,1.52,-0.57
8601,2560,86010102,60.17,27.50,34.60,38.33,40.15,2,18,0.18,3.02,0.93
8601,2560,86010103,55.42,31.67,40.10,32.50,39.92,3,21,-0.05,2.79,0.70
8601,2560,86010104,53.5,22.80,38.83,35.06,37.55,5,37,-2.42,0.42,-1.67
8601,2560,86010105,57.25,25.00,28.70,38.33,37.32,6,39,-2.65,0.19,-1.90
8601,2560,86010106,64.75,40.00,41.15,25.00,42.73,2,10,2.76,5.60,3.51
8601,2560,86010107,43.98,20.00,32.15,32.32,32.11,5,65,-7.86,-5.02,-7.11
8601,2560,86010108,67.46,39.17,45.78,32.08,46.12,1,4,6.15,8.99,6.90
8601,2560,86010109,60.13,17.50,45.28,32.50,38.85,4,28,-1.12,1.72,-0.37
8601,2560,86010110,62.75,32.50,31.00,40.00,41.56,3,12,1.59,4.43,2.34
8601,2560,86010111,53.98,28.18,38.83,28.13,38.70,5,41,-8.91,-4.84,1.52
8601,2560,86010112,39.88,18.33,33.27,31.56,37.27,8,71,-1.27,-1.87,1.74
8601,2560,86010113,56.57,15.00,35.02,30.50,30.62,2,24,-2.70,-6.07,1.97
8601,2560,86010115,31.5,35.00,35.86,31.25,39.23,3,9,-9.35,1.57,2.19
8601,2560,86010118,48.3,30.00,33.93,39.32,43.02,6,57,-0.74,0.14,2.42
8601,2560,86010119,60,17.50,34.23,25.00,34.01,4,6,3.05,-6.51,2.64
8601,2560,86010120,48.55,27.50,32.28,29.00,44.81,7,66,-5.96,2.10,2.87
8601,2560,86010121,38.98,27.50,39.47,31.25,31.92,2,30,4.84,5.89,3.09
8601,2560,86010122,58.88,28.75,23.08,37.00,38.65,3,18,-8.05,-3.12,3.32
8601,2560,86010124,44.45,20.56,29.75,27.08,40.15,4,21,-1.32,7.68,3.54
8601,2560,86010126,49.11,27.00,38.93,36.61,39.92,1,37,0.18,-5.21,3.77
8601,2560,86010127,49.23,25.00,31.27,31.50,37.55,1,39,-0.05,1.52,3.99
8601,2560,86010128,35.44,20.00,27.90,26.11,37.32,5,10,-2.42,3.02,4.22
8601,2560,86010129,53.55,22.50,36.16,28.50,42.73,1,65,-2.65,2.79,4.44
8601,2560,86010130,50.71,40.00,42.28,36.88,32.11,7,4,2.76,0.42,4.67
8601,2560,86010131,40.39,16.43,31.16,32.50,46.12,4,28,-7.86,0.19,4.90
8601,2560,86010132,50.75,22.50,37.29,31.19,38.85,2,12,6.15,5.60,5.12
8601,2560,86010133,58,30.00,29.43,28.86,41.56,3,18,-1.12,-5.02,5.35
8601,2560,86010134,46.68,29.83,38.74,28.13,34.01,5,21,1.59,8.99,5.57
8601,2560,86010136,69.7,25.94,35.74,31.56,44.81,6,37,1.59,1.72,5.80
8601,2560,86010137,50.44,31.43,28.06,30.50,31.92,2,39,-8.91,4.43,6.02
8601,2560,86010139,52.65,28.33,42.82,31.25,38.65,5,10,-1.27,0.19,6.25
8601,2560,86010140,60.17,23.33,37.19,39.32,40.15,2,65,-2.70,5.60,6.47
8601,2560,86010142,55.42,29.83,36.19,25.00,39.92,3,4,-9.35,-5.02,6.70
8601,2560,86010143,53.5,25.94,42.54,29.00,37.55,5,28,-0.74,8.99,6.92
8601,2560,86010145,57.25,31.43,29.75,31.25,37.32,6,12,3.05,1.72,7.15
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
