2561-1,86010001,0,0,0,0,5,9,14,1,15,7,22,1,20,16,36,2,8,0,8,1,3,6,9,1,8,7,15,1,7,5,12,1,6,6,12,1,4,5,9,1,36,29,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,45,101,8
2561-1,86010002,0,0,0,0,11,2,13,1,9,4,13,1,20,6,26,2,11,8,19,1,10,6,16,1,8,8,16,1,8,11,19,1,7,7,14,1,13,5,18,1,57,45,102,6,10,13,23,1,14,4,18,1,16,15,31,1,40,32,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,83,200,11
2561-1,86010004,0,2,2,1,6,10,16,1,2,3,5,1,8,15,23,3,3,2,5,1,5,3,8,1,1,5,6,1,5,3,8,1,0,5,5,1,7,4,11,1,21,22,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,66,9
2561-1,86010006,0,0,0,0,10,3,13,1,6,3,9,1,16,6,22,2,4,7,11,1,7,7,14,1,8,5,13,1,5,4,9,1,7,6,13,1,6,5,11,1,37,34,71,6,6,6,12,1,7,6,13,1,8,4,12,1,21,16,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,130,11
2561-1,86010008,0,0,0,0,87,106,193,7,131,137,268,7,218,243,461,14,148,129,277,7,135,155,290,7,123,149,272,7,149,152,301,7,147,146,293,7,159,148,307,7,861,879,1740,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,1122,2201,56
2561-1,86010009,0,0,0,0,5,10,15,1,16,5,21,1,21,15,36,2,5,20,25,1,13,5,18,1,6,6,12,1,11,6,17,1,10,4,14,1,12,10,22,1,57,51,108,6,12,14,26,1,17,8,25,1,8,9,17,1,37,31,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,97,212,11
2561-1,86010010,0,0,0,0,22,28,50,2,26,25,51,2,48,53,101,4,33,27,60,2,33,22,55,2,31,22,53,2,22,22,44,2,38,31,69,2,32,42,74,2,189,166,355,12,57,41,98,3,39,43,82,3,55,49,104,3,151,133,284,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,352,740,25
2561-1,86010011,0,0,0,0,8,3,11,1,7,4,11,1,15,7,22,2,6,2,8,1,5,1,6,1,5,3,8,1,4,1,5,1,5,0,5,1,3,3,6,1,28,10,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,60,8
2561-1,86010013,0,0,0,0,6,5,11,1,7,13,20,1,13,18,31,2,3,7,10,1,8,4,12,1,12,8,20,1,11,6,17,1,3,6,9,1,6,8,14,1,43,39,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,113,8
2561-1,86010014,0,0,0,0,3,6,9,1,3,3,6,1,6,9,15,2,9,11,20,1,6,8,14,1,7,3,10,1,0,8,8,1,6,1,7,1,4,2,6,1,32,33,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,80,8
2561-1,86010015,4,2,6,1,4,2,6,1,4,3,7,1,12,7,19,3,7,6,13,1,4,6,10,1,8,6,14,1,3,2,5,1,4,7,11,1,5,3,8,1,31,30,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,80,9
2561-1,86010016,0,0,0,0,11,7,18,1,9,12,21,1,20,19,39,2,9,4,13,1,12,6,18,1,8,8,16,1,8,9,17,1,6,2,8,1,7,3,10,1,50,32,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,51,121,8
2561-1,86010017,6,4,10,1,4,8,12,1,7,3,10,1,17,15,32,3,9,7,16,1,6,3,9,1,8,6,14,1,7,6,13,1,5,3,8,1,11,11,22,1,46,36,82,6,13,11,24,1,13,8,21,1,4,4,8,1,30,23,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,74,167,12
